Unnamed: 0.1,Unnamed: 0,text,label,cleaned_text
453,453,Am I the only one to notice that our liberal friends have been tweeting less since the Blashpemy Violence by Muslims,0,am i the only one to notice that our liberal friends have been tweeting less since the blashpemy violence by muslims
454,454,"Brilliance. You heard it here first, ladies and gentlemen. Straight Until Proven Gay.",1,brilliance you heard it here first ladies and gentlemen straight until proven gay
455,455,This is why Obama and Hillary don't celebrate the 4th. ,0,this is why obama and hillary dont celebrate the th
456,456,even APPARENTLY sincere MORTAL priests truly LETHAL ALL choose freely IMMORTAL high priest as Abraham did ask God… ,0,even apparently sincere mortal priests truly lethal all choose freely immortal high priest as abraham did ask god
457,457,fuck model gay ,1,fuck model gay
458,458,mbbs: mx are so gay for each other me: same Omg rt rt not mbb: mx are so gay for each other me: wDYM ,1,mbbs mx are so gay for each other me same omg rt rt not mbb mx are so gay for each other me wdym
459,459,Robert Mueller's Suicide Squad of Lawyers Has Donald Trump Sounding Extremely Shook ,0,robert muellers suicide squad of lawyers has donald trump sounding extremely shook
460,460,Lord Jagannath being offered holy drink during Adhar Pana ritual in Puri ,0,lord jagannath being offered holy drink during adhar pana ritual in puri
461,461,New single ,0,new single
462,462,"Barack Hussein Obama warns Americans about ""too much patriotism"" if this traitor should stay out of the country he hates ",0,barack hussein obama warns americans about too much patriotism if this traitor should stay out of the country he hates
463,463,Guinness to start printing calories on cans ,0,guinness to start printing calories on cans
464,464,Donald Trump chants all day ,0,donald trump chants all day
465,465,You're all ,0,youre all
466,466,"President Trump, in Poland, said ""nobody really knows"" if only Russia meddled in the U.S. election. Live coverage: ",0,president trump in poland said nobody really knows if only russia meddled in the us election live coverage
467,467,"BillMoyersHQ: can do more to reduce the gap btwn the rich and poor -- July 06, 2017 at ",0,billmoyershq can do more to reduce the gap btwn the rich and poor july at
468,468,Your copy of The Agenda ! ,0,your copy of the agenda
469,469,What the voters failed to notice is that there is more than one elite. They have handed the country to a ,0,what the voters failed to notice is that there is more than one elite they have handed the country to a
470,470,Please join us in praying for our priests. Today we pray for Rev. Paul J. ,0,please join us in praying for our priests today we pray for rev paul j
471,471,Trump still obsessing about ,0,trump still obsessing about
472,472,"Letter of the decade on Brexit, only in ",0,letter of the decade on brexit only in
473,473,The latest The PCOS in Ireland Daily! Thanks to ,0,the latest the pcos in ireland daily thanks to
474,474,"I said- You're neva, eva, eva gonna- Get my- Fake eye- Didn't I ",0,i said youre neva eva eva gonna get my fake eye didnt i
475,475,HAPPY GAY PRIDE Photo by Israel Garcia ,0,happy gay pride photo by israel garcia
476,476,You're just another typical Looney Left disrespectful intolerant liberal ,0,youre just another typical looney left disrespectful intolerant liberal
477,477,The NRA is now openly advertising itself as a right-wing paramilitary organization whose job is to intimidate and attack ,0,the nra is now openly advertising itself as a rightwing paramilitary organization whose job is to intimidate and attack
478,478,Tell my ex that my new nigga get me wetter bitch - ,0,tell my ex that my new nigga get me wetter bitch
479,479,"stereotypical gay man: flouncy, wears pink, camp, high pitched voice, overly flirtatious real gay man: a man who is ",0,stereotypical gay man flouncy wears pink camp high pitched voice overly flirtatious real gay man a man who is
480,480,I invented the Donald Trump piñata,0,i invented the donald trump piata
481,481,When we some taught OngNiel is dead but bitch they are making a comeback ,0,when we some taught ongniel is dead but bitch they are making a comeback
482,482,"MSM won\'t show this but Brits are in the streets chanting, ""Donald Trump, We Love You, Britain First, Fighting Back"" ",0,msm wont show this but brits are in the streets chanting donald trump we love you britain first fighting back
483,483,I WENT HOME EARLY BITCH U WAS SUPPOSED TO GET WORKING ON SHIT BUT THE ONLY SHIT I GOT DONE WAS REST AND DRINK WATER ,1,i went home early bitch u was supposed to get working on shit but the only shit i got done was rest and drink water
484,484,Ireland might be big to us but we're only a small part of a big diverse population ,0,ireland might be big to us but were only a small part of a big diverse population
485,485,When u use the flower filter to look innocent but Ur still a venomous lil bitch ,0,when u use the flower filter to look innocent but ur still a venomous lil bitch
486,486,Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! ,0,congratulations to the dedicated professionals of the usss as they celebrate their nd anniversary thank you
487,487,"don't play with me, play with yo ",0,dont play with me play with yo
488,488,hair love life ,0,hair love life
489,489,"""guys just wanted to let you know if you didn\'t know I\'m Justin Bieber"" ",0,guys just wanted to let you know if you didnt know im justin bieber
490,490,Gay Porn Behind The Scenes Fucks Bareback MORE ,0,gay porn behind the scenes fucks bareback more
491,491,South Australia has the most liberal access pathway for medical cannabis. This however is usurped by the TGA regs. States ,0,south australia has the most liberal access pathway for medical cannabis this however is usurped by the tga regs states
492,492,Obama’s Letter to Trump via ,0,obamas letter to trump via
493,493,A plea for interaction with other people from a man who called Brexit voters 'the lager louts of Europe' ,0,a plea for interaction with other people from a man who called brexit voters the lager louts of europe
494,494,"(5) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,more photos of justin bieber spotted out in sydney australia today july
495,495,Solution to the Turnbull vs Abbott impasse - for Liberal Party Leader f… ,0,solution to the turnbull vs abbott impasse for liberal party leader f
496,496,This picture just called me an emo bitch in high school and then snapchatted me for nudes at 2 AM when we graduated ,1,this picture just called me an emo bitch in high school and then snapchatted me for nudes at am when we graduated
497,497,"Wow:""Compared with Trump’s 50 confirmed, nominees, Obama had 186, Bush II had 133, Clinton had 198; Bush I had 148"" ",0,wowcompared with trumps confirmed nominees obama had bush ii had clinton had bush i had
498,498,I liked a video Justin Bieber - Sorry (Latino Remix / Audio) ft. J ,0,i liked a video justin bieber sorry latino remix audio ft j
499,499,big-guy-stuff: stretchmine ,0,bigguystuff stretchmine
500,500,Happythursday ,0,happythursday
501,501,can't wait to be the old gay aunt living on a boat in a harbor w 12 cats; 7 birds drawing gay erotica while listening ,0,cant wait to be the old gay aunt living on a boat in a harbor w cats birds drawing gay erotica while listening
502,502,"PiS is getting priests to encourage parishers to go to Warsaw ""on free buses"" to see Trump speak ",0,pis is getting priests to encourage parishers to go to warsaw on free buses to see trump speak
503,503,the liberal party are far left terrorist and threat to America. ,1,the liberal party are far left terrorist and threat to america
504,504,"Post-industrial liberal democracy is fundamentally dysgenic, due to active redistribution to the botto… ",1,postindustrial liberal democracy is fundamentally dysgenic due to active redistribution to the botto
505,505,Bitch u dont even have a ,1,bitch u dont even have a
506,506,"Most Catholics are disgusted ; ashamed about paedophile priests Most Muslims will deny, ignore or deflect the subject ",0,most catholics are disgusted ashamed about paedophile priests most muslims will deny ignore or deflect the subject
507,507,"not neo liberal ofc, thats an evil commie slur used to oppress the poor ",0,not neo liberal ofc thats an evil commie slur used to oppress the poor
508,508,"- The is covering up Pedophile child abusing ""priests"". Awaken the world about the true nature of the ",1,the is covering up pedophile child abusing priests awaken the world about the true nature of the
509,509,(Grio) Police raid drug-fueled ‘gay orgy’ at Vatican priest’s apt. ,0,grio police raid drugfueled gay orgy at vatican priests apt
510,510,The collapse in UK car registrations in the most recent quarter suggests something is very wrong in Britain. ,0,the collapse in uk car registrations in the most recent quarter suggests something is very wrong in britain
511,511,: Trump: US considering ‘pretty severe’ action on North Korea WARSAW U.S. President Donald Trump ,0,trump us considering pretty severe action on north korea warsaw us president donald trump
512,512,Learn to be a bitch sometimes. Not all the time you're ,1,learn to be a bitch sometimes not all the time youre
513,513,someone: you are such a bitch! me: ,1,someone you are such a bitch me
514,514,Large Ireland Map Image | Large Ireland Map HD Picture ,0,large ireland map image large ireland map hd picture
515,515,Justin Bieber via Instagram ,0,justin bieber via instagram
516,516,i'm that petty bitch that would still speak to u and i know u don't LIKE ME ,0,im that petty bitch that would still speak to u and i know u dont like me
517,517,Cancer patients in Ireland are paying up to €63 a week in car parking charges to attend appointments in hospitals all over ,0,cancer patients in ireland are paying up to a week in car parking charges to attend appointments in hospitals all over
518,518,"Given most of their coverage, it looks like it's the BBC themselves that don't want Brexit to actually happen. ",0,given most of their coverage it looks like its the bbc themselves that dont want brexit to actually happen
519,519,"In El Fili, everything is either gay or bi Even Donya V Good ",0,in el fili everything is either gay or bi even donya v good
520,520,From cyber security expert to chef: the in-demand careers of the future ,0,from cyber security expert to chef the indemand careers of the future
521,521,MY CONDOLENCES IF U LOST ME AND FOUND OUT U COULDN'T FIND A BITCH LIKE ME ,0,my condolences if u lost me and found out u couldnt find a bitch like me
522,522,CLICK HERE FULL VIDEO ,0,click here full video
523,523,: Trump savages US trade deals as 'most terrible in history' and warns: 'THAT WILL CHANGE' PRESIDENT ,0,trump savages us trade deals as most terrible in history and warns that will change president
524,524,Absolutely. that it should be embraced. Different priests have different gifts - but… ,0,absolutely that it should be embraced different priests have different gifts but
525,525,love u gay ,0,love u gay
526,526,THREE LIBERAL JUDGES PLAYING TAG FOOTBALL AT HARVARD! ,0,three liberal judges playing tag football at harvard
527,527,Theresa May fights Camilla! Pippa puts a gypsy curse on Kate! Here's my review of last night's ,0,theresa may fights camilla pippa puts a gypsy curse on kate heres my review of last nights
528,528,sickest song don't me ,0,sickest song dont me
529,529,'Not possible': The EU just demolished key aim of Tory Brexit strategy ,0,not possible the eu just demolished key aim of tory brexit strategy
530,530,"!""Come here, where are you from?"" Donald Trump \'flirts\' with female reporter in Oval Office (WATCH VIDEO) ",0,come here where are you from donald trump flirts with female reporter in oval office watch video
531,531,miss u big gay ,0,miss u big gay
532,532,"Jia Morado is really the best setter in the Philippines. I mean bitch, this girl chooses no first ball! ",0,jia morado is really the best setter in the philippines i mean bitch this girl chooses no first ball
533,533,That guy scares me. What is his agenda and does he have liberal open minded values in his heart. H… ,0,that guy scares me what is his agenda and does he have liberal open minded values in his heart h
534,534,EXO IS COMING BACK FOR REAL BXNNSJSJS BITCH I AM ALL READY TO SUPPORT MY ,0,exo is coming back for real bxnnsjsjs bitch i am all ready to support my
535,535,BOOOOOOOOOOOOOM Prez Trump ANNIHILATES Failed Obama Crooked Hillary on World Stage in ,0,booooooooooooom prez trump annihilates failed obama crooked hillary on world stage in
536,536,Fight for the soul of the Liberal Party hostage not a leader ,0,fight for the soul of the liberal party hostage not a leader
537,537,The Obama sommelier ,0,the obama sommelier
538,538,"BBC bosses defend not revealing Peter Capaldi’s replacement, saying that post-Brexit it’s just impossible to attract ",0,bbc bosses defend not revealing peter capaldis replacement saying that postbrexit its just impossible to attract
539,539,Fans Mob Justin Bieber As He Steps Out Of Nando’s In Sydney ,0,fans mob justin bieber as he steps out of nandos in sydney
540,540,"""Babe she\'s just my frie.."" ""TELL THAT BITCH YOU ALREADY GOT A FRIEND"" ",0,babe shes just my frie tell that bitch you already got a friend
541,541,Happy Gay Vegan Day 2017!,0,happy gay vegan day
542,542,"One minute you nice,next minute you a ",1,one minute you nicenext minute you a
543,543,"Obama, Dems Ignoring - Working Around the U.S. RETWEET ",0,obama dems ignoring working around the us retweet
544,544,Today's The Day by on Hits Camp Tunes ,0,todays the day by on hits camp tunes
545,545,Sexy Guys,0,sexy guys
546,546,cops bust drug-fueled gay orgy at home of missionaries ,0,cops bust drugfueled gay orgy at home of missionaries
547,547,= Brexit devaluation. End of story ,0,brexit devaluation end of story
548,548,Novo Nordisk has confirmed certain pens distributed in Ireland have been affected ,0,novo nordisk has confirmed certain pens distributed in ireland have been affected
549,549,"Brexit negotiator in post-exit trade warning — Sky News Business (SkyNewsBiz) July 6, ",0,brexit negotiator in postexit trade warning sky news business skynewsbiz july
550,550,yes all ghosts are gay you ,1,yes all ghosts are gay you
551,551,"Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",0,was russia solely responsible for campaign meddling nobody really knows trump said live updates
552,552,My primer was $40 bitch this face ain't moving an inch ,0,my primer was bitch this face aint moving an inch
553,553,Justin Bieber Battles Man Flu On Stage At BST Hyde Park 2017 | Contactmu.. Related Articles: ,0,justin bieber battles man flu on stage at bst hyde park contactmu related articles
554,554,Justin Bieber's 2U is constantly plying on this music channel and I can't help it to squeal every time I spot Stella ooops ,0,justin biebers u is constantly plying on this music channel and i cant help it to squeal every time i spot stella ooops
555,555,is frontrunner for ,0,is frontrunner for
556,556,"There\'s: ""Hoe"" ""Slut"" ""Bitch"" ""Cunt"" ""Whore"" Abuse Sexual assault Dehumanization You get the idea. Y\'all treat like ",0,theres hoe slut bitch cunt whore abuse sexual assault dehumanization you get the idea yall treat like
557,557,I find the ranking of priests vs journalists particularly ironic here... ,0,i find the ranking of priests vs journalists particularly ironic here
558,558,"Ray Kurzweil, talks to The Drum about brand trust, how AI can help advertisers; technology aiding human evolution… ",0,ray kurzweil talks to the drum about brand trust how ai can help advertisers technology aiding human evolution
559,559,The man who won the Brexit referendum for Leave who now thinks it was a mistake ,0,the man who won the brexit referendum for leave who now thinks it was a mistake
560,560,Donald Trump: Russia may have interfered with 2016 Presidential election ,0,donald trump russia may have interfered with presidential election
561,561,"Integration Architect, Dublin - ",0,integration architect dublin
562,562,You can't take advantage of first class if you've only signed up to economy. Nor should you be able to. ,1,you cant take advantage of first class if youve only signed up to economy nor should you be able to
563,563,Well said we can be incredibly selfish sometimes in Ireland. the EU has and continues to be good for ,0,well said we can be incredibly selfish sometimes in ireland the eu has and continues to be good for
564,564,"Katie Hopkins (formerly Anthony): British actor/actress, most notably portraying Hannibal in ",0,katie hopkins formerly anthony british actoractress most notably portraying hannibal in
565,565,; bet you a heterosexual orgy in the vatican would see the priests get counseling and th… ,0,bet you a heterosexual orgy in the vatican would see the priests get counseling and th
566,566,"(13) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,more photos of justin bieber spotted out in sydney australia today july
567,567,Thread from one of the wisest Twitter commentators on Brexit.,0,thread from one of the wisest twitter commentators on brexit
568,568,Excellent. Well said. All credit to those who are constantly ,0,excellent well said all credit to those who are constantly
569,569,"When priveleged white men have ideas; ""Let\'s give Muslim women freedom of choice, by not letting them choose""... o_O ",0,when priveleged white men have ideas lets give muslim women freedom of choice by not letting them choose oo
570,570,a list of fandom things that make me uncomfortable: 1. omega verse/mpreg 2. gender swaps 3. y/n insert fics 4. 13 yr ,0,a list of fandom things that make me uncomfortable omega versempreg gender swaps yn insert fics yr
571,571,We need to vett our Supreme Court and weed out the political Liberal ,1,we need to vett our supreme court and weed out the political liberal
572,572,"Trump in Poland again blamed Obama for Russian hacking issues, ""why didn\'t he do something about it?"" DT, what are YOU ",0,trump in poland again blamed obama for russian hacking issues why didnt he do something about it dt what are you
573,573,100 on my whrist 80 on me whrist lil pump never spend his Money on his ,0,on my whrist on me whrist lil pump never spend his money on his
574,574,"South-Africa, - darling of the liberal world in 1994, - State Capture Report in 2 Minutes via ",0,southafrica darling of the liberal world in state capture report in minutes via
575,575,"Maybe he thinks this is really cool; 'liberal,' but stuff like this just reinforces notion of sexuality as a choice ",0,maybe he thinks this is really cool liberal but stuff like this just reinforces notion of sexuality as a choice
576,576,When my bitch Candace hype me up I can't with her she does the ,0,when my bitch candace hype me up i cant with her she does the
577,577,"He HATES Obama because he doesn't have the brains,the class,the intellect of Obama. ",1,he hates obama because he doesnt have the brainsthe classthe intellect of obama
578,578,"Careful. He/she is *this* close to defending American values from you, ",1,careful heshe is this close to defending american values from you
579,579,MARK LIVE ACCOUSTIC SINGING JUSTIN BIEBER LOVE YOURSELF,0,mark live accoustic singing justin bieber love yourself
580,580,Almost told her bitch your man is almost 50... They stopped me because ....... The age thing is a touchy issue in that ,0,almost told her bitch your man is almost they stopped me because the age thing is a touchy issue in that
581,581,"""Donald Trump is a selfish man\'s president"" ",1,donald trump is a selfish mans president
582,582,WATCH: Former Labor leader Mark Latham says he's getting 'overwhelmed' with invitations to Liberal Party events. Live ,0,watch former labor leader mark latham says hes getting overwhelmed with invitations to liberal party events live
583,583,Some in politics would rather see Brexit delivered even if it meant Britain failed. ,0,some in politics would rather see brexit delivered even if it meant britain failed
584,584,Trent Partridge Trump: Russia 'and others' meddled in election ,0,trent partridge trump russia and others meddled in election
585,585,"""The man who led the drive to pull Britain out of the EU is admitting that it may well not work"" ",0,the man who led the drive to pull britain out of the eu is admitting that it may well not work
586,586,"Also True, She Worked With Senator Lindsey Graham To Do It (More Bipartisan Evidence) ",0,also true she worked with senator lindsey graham to do it more bipartisan evidence
587,587,"LIVE NOW: Liberal members don't want Abbott to stop, while most ministers don't want him to stay. Is it time for a ",0,live now liberal members dont want abbott to stop while most ministers dont want him to stay is it time for a
588,588,"""Then gathered the chief priests and the Pharisees a council, and said, What do we? for this man doeth many miracles."" ~John ",0,then gathered the chief priests and the pharisees a council and said what do we for this man doeth many miracles john
589,589,"The word "" bitch"" has no gender .... These niggas bitches too ",0,the word bitch has no gender these niggas bitches too
590,590,Fired FBI Director Comey decided to bury 47 hard drives with PROOF of Obama's spying. Furious yet? Watch this: ,0,fired fbi director comey decided to bury hard drives with proof of obamas spying furious yet watch this
591,591,is dying. The British public realise they ,0,is dying the british public realise they
592,592,Trump's first mistake was bringing Obama with him on this trip.Badmouthing… ,0,trumps first mistake was bringing obama with him on this tripbadmouthing
593,593,police bust 'drug-fueled orgy' at top priest's apartment ,0,police bust drugfueled orgy at top priests apartment
594,594,Donald Trump to warn that future of west is in doubt in Warsaw speech ,0,donald trump to warn that future of west is in doubt in warsaw speech
595,595,Bitch where? ,0,bitch where
596,596,Just in case you missed the 'Vote Leave Chief admits Brexit was an error' story... ,0,just in case you missed the vote leave chief admits brexit was an error story
597,597,Anytime a nigga in a pic with the bad bitch hand...just know he don't give two fucks,0,anytime a nigga in a pic with the bad bitch handjust know he dont give two fucks
598,598,Swim Ireland CEO Sarah Keane gets our Inspiring Girls In Sport Conference underway ,0,swim ireland ceo sarah keane gets our inspiring girls in sport conference underway
599,599,"K-ELF , You will Destroy Super Junior !!!!! because you. fucking bitch ! ",1,kelf you will destroy super junior because you fucking bitch
600,600,BITCH THE FUCK DID I DO TO ,1,bitch the fuck did i do to
601,601,"Technically, does an orgy have a minimum number of participants? ",0,technically does an orgy have a minimum number of participants
602,602,High attendance at session with Joyce Epstein Aine Lynch from Ireland and Eileen Prior from ,0,high attendance at session with joyce epstein aine lynch from ireland and eileen prior from
603,603,I think every belieber loves this about him! Justin ,0,i think every belieber loves this about him justin
604,604,Five red hot American ‘punk’ bands you need to know including via ,0,five red hot american punk bands you need to know including via
605,605,"President Donald Trump says the U.S. is working with Poland to address Russia\'s ""destabilising ",0,president donald trump says the us is working with poland to address russias destabilising
606,606,Which are you in debate? HT ,0,which are you in debate ht
607,607,"*slides $20 to One more gay character I'm begging u, plz just confirm it - it can be anyone but it'll",0,slides to one more gay character im begging u plz just confirm it it can be anyone but itll
608,608,"Tomorrow, my Husband and I are heading off to beautiful Ireland for a well deserved holiday. However, there is no...",0,tomorrow my husband and i are heading off to beautiful ireland for a well deserved holiday however there is no
609,609,His first mistake was bringing Obama with him on this trip.Badmouthing Obama may please his base here but Obama is,0,his first mistake was bringing obama with him on this tripbadmouthing obama may please his base here but obama is
610,610,Psst! I'm in the Republic of Ireland! The fact that you've screwed No… ,0,psst im in the republic of ireland the fact that youve screwed no
611,611,Indeed. The Mail/Sun/Star/Telegraph/Express to name but a few media outlets are vehemently anti Brexit.,0,indeed the mailsunstartelegraphexpress to name but a few media outlets are vehemently anti brexit
612,612,i need a FUCKING hug,0,i need a fucking hug
613,613,"(12) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6)",0,more photos of justin bieber spotted out in sydney australia today july
614,614,Mor Justin Bieber Justin Bieber Justin ,0,mor justin bieber justin bieber justin
615,615,Male model murdered 'for being too good-looking'... ,0,male model murdered for being too goodlooking
616,616,And yet there ARE ,0,and yet there are
617,617,Irish building sites face more chaos as crane drivers vote to ramp up strikes ,0,irish building sites face more chaos as crane drivers vote to ramp up strikes
618,618,Trump meets Poland's Duda in Warsaw - U.S. President Donald Trump meets Polish President Andrzej Duda ahead of ... ,0,trump meets polands duda in warsaw us president donald trump meets polish president andrzej duda ahead of
619,619,bitch i hate when something happens and im CALM and then someone yells to me and i get so ,1,bitch i hate when something happens and im calm and then someone yells to me and i get so
620,620,"They will be more happy if China attacks India,defeat for Modi but victory for this liberal gang, why… ",0,they will be more happy if china attacks indiadefeat for modi but victory for this liberal gang why
621,621,"""Life Is Worth Living"" by Justin Bieber has just been certified Gold in the US, the 12th song from \'Purpose\' to receive ",0,life is worth living by justin bieber has just been certified gold in the us the th song from purpose to receive
622,622,"Wonderful to hear Sharan Burrow, leader of the global trade union movement, address us here in Belfast, Ireland at the ",0,wonderful to hear sharan burrow leader of the global trade union movement address us here in belfast ireland at the
623,623,It's nothing to do with Toby Emily it's to do with you and that bitch sending hate to ,0,its nothing to do with toby emily its to do with you and that bitch sending hate to
624,624,"""It is the end of CNN"" is exactly what Vince McMahon &amp; Donald Trump were planning 10 years ago when they made the ",0,it is the end of cnn is exactly what vince mcmahon amp donald trump were planning years ago when they made the
625,625,"Wearing make up does not make you gay. Make up is literally just a tool to dress up. Amazing, isn't ",0,wearing make up does not make you gay make up is literally just a tool to dress up amazing isnt
626,626,My fav made my Venmo balance $100 to say goodnight he's the best weak bitch ever. ,1,my fav made my venmo balance to say goodnight hes the best weak bitch ever
627,627,Continuing good news: UK shrugged off with record in the first half of 2017 ,0,continuing good news uk shrugged off with record in the first half of
628,628,PMD has become one of the region’s most influential medical device manufacturers ,0,pmd has become one of the regions most influential medical device manufacturers
629,629,Do I think it's right to cheat? I plead the 5th. Such moral pontifications are best left to priests and politicians. I'm here to ,0,do i think its right to cheat i plead the th such moral pontifications are best left to priests and politicians im here to
630,630,Ah the priests in the Vatican must be opposing it too then ,0,ah the priests in the vatican must be opposing it too then
631,631,Yeah next thing you'll see is the president on a ,0,yeah next thing youll see is the president on a
632,632,"""We said Hi to Justin; he said \'Hey, what\'s up?\' We told him we loved his jumper he smiled at us!"" - fans who met ",0,we said hi to justin he said hey whats up we told him we loved his jumper he smiled at us fans who met
633,633,"So, this group can not self control, the cult has no internal sherif, there for the cult of the Roman Catholic... ",1,so this group can not self control the cult has no internal sherif there for the cult of the roman catholic
634,634,Both and get their orders from China. Purchased at a Price ,0,both and get their orders from china purchased at a price
635,635,New Zealand MPs apologise for hurt caused by gay sex convictions ,0,new zealand mps apologise for hurt caused by gay sex convictions
636,636,"Pray for Steve Scalise, he's back in the ICU. All because a liberal disagreed with his opinion. The left should be ",0,pray for steve scalise hes back in the icu all because a liberal disagreed with his opinion the left should be
637,637,"Katie Hopkins, who's wages you pay called for a 'final solution' in regard to Mus… ",0,katie hopkins whos wages you pay called for a final solution in regard to mus
638,638,Vatican police 'break up gay orgy at home of secretary of one of Pope Francis's key advisers' ,0,vatican police break up gay orgy at home of secretary of one of pope franciss key advisers
639,639,Less of a meme. More me and f*ck you - nicely. Katie Hopkins calls CNN Clinton News Network ,0,less of a meme more me and fck you nicely katie hopkins calls cnn clinton news network
640,640,when will you accept you're part of the problem There are NO upsides to for bar ,0,when will you accept youre part of the problem there are no upsides to for bar
641,641,"Why was this same press not critical of Obama, who set up a culture of corruption in the ",0,why was this same press not critical of obama who set up a culture of corruption in the
642,642,"Didn't expect this from Sushma Swaraj, one of the most liberal ministers in the NDA. ",0,didnt expect this from sushma swaraj one of the most liberal ministers in the nda
643,643,"WATCH: Uniting Ireland. Economically viable, or fiscal deal-breaker? - I spoke with Irish Republican MEP ",0,watch uniting ireland economically viable or fiscal dealbreaker i spoke with irish republican mep
644,644,Media spent more time looking for a Reddit user than it ever did finding the truth behind Obama's illegal cash ,0,media spent more time looking for a reddit user than it ever did finding the truth behind obamas illegal cash
645,645,FEMALE PRIESTS ARE NOW IN DF GLOBAL And I really don't want to play DFO ,0,female priests are now in df global and i really dont want to play dfo
646,646,Check out this job title at RSA Insurance Ireland.: I'm sure it's indury not inury ,0,check out this job title at rsa insurance ireland im sure its indury not inury
647,647,The arrogance and lack of respect for our system of governance that Obama is demonstratin… ,1,the arrogance and lack of respect for our system of governance that obama is demonstratin
648,648,Vatican police 'break up gay orgy' at home of one of Pope Francis' advisors ,0,vatican police break up gay orgy at home of one of pope francis advisors
649,649,The problem is that all of us (liberal and conservative) have been conditioned not to th… ,0,the problem is that all of us liberal and conservative have been conditioned not to th
650,650,. purple dots on this map show where birds ringed in Britain Ireland have been found - isn't migration amazing? ,0,purple dots on this map show where birds ringed in britain ireland have been found isnt migration amazing
651,651,Jesuit priests solve murders in the film adaptation of FH Batacan's Palanca-award winning novel | READ: ,0,jesuit priests solve murders in the film adaptation of fh batacans palancaaward winning novel read
652,652,Girls with resting bitch face are lowkey the best to date. They only smile at you the rest of the time look like they ,0,girls with resting bitch face are lowkey the best to date they only smile at you the rest of the time look like they
653,653,County Galway – one of Ireland’s most beautiful and popular areas. Discover what it has to offer ,0,county galway one of irelands most beautiful and popular areas discover what it has to offer
654,654,dont listen to them they're a little ,0,dont listen to them theyre a little
655,655,New book reveals Massive Clinton/Obama cover-up ,0,new book reveals massive clintonobama coverup
656,656,Obama Bundler Judge William Orrick Wrong on Sanctuary City Funding ,0,obama bundler judge william orrick wrong on sanctuary city funding
657,657,And we look forward to you accepting the need for as turns out to be the disaster any ,0,and we look forward to you accepting the need for as turns out to be the disaster any
658,658,Pls play me Justin Bieber despacito please ,0,pls play me justin bieber despacito please
659,659,"EU chief neg ""in classical negotiation \'no deal\' would mean stauts quo. In Brexit \'no deal\' means return to a ",0,eu chief neg in classical negotiation no deal would mean stauts quo in brexit no deal means return to a
660,660,"What is Liam Fox smoking? Without the overt support of the Daily Mail, Telegraph, Sun and other rags, Brexit would… ",0,what is liam fox smoking without the overt support of the daily mail telegraph sun and other rags brexit would
661,661,"Hearts in Ireland | Ian Cathro talks Perry Kitchen, midfield reinforcements Kyle Lafferty debut ",0,hearts in ireland ian cathro talks perry kitchen midfield reinforcements kyle lafferty debut
662,662,You were never an atheist but confuse horny abnormal masturbator anti gay in denial ,1,you were never an atheist but confuse horny abnormal masturbator anti gay in denial
663,663,The whole speech made me cry. Obama didn't respect our Vets or any of our men and women in ,1,the whole speech made me cry obama didnt respect our vets or any of our men and women in
664,664,But he had a go at Bad ,0,but he had a go at bad
665,665,i got so many groups i wanna stan espeCIALLY SEVENTEEN ,0,i got so many groups i wanna stan especially seventeen
666,666,"Vastly underreported for much too long: Persecution of gay men, LGBT+ people in Putin violates human rights ",0,vastly underreported for much too long persecution of gay men lgbt people in putin violates human rights
667,667,"The priesthood has, ironically, long been a sanctity for gay Catholics. Many gays became priests but… ",0,the priesthood has ironically long been a sanctity for gay catholics many gays became priests but
668,668,"Liberal dummy spitters can't get what they want so fuck everything and leave the country in shit, sick of these ass ",0,liberal dummy spitters cant get what they want so fuck everything and leave the country in shit sick of these ass
669,669,Andrew Garfield Causes Twitter Frenzy After Claiming He’s Gay ,0,andrew garfield causes twitter frenzy after claiming hes gay
670,670,"2. In Russia remarks, Trump appears angrier with Obama's response than Putin's meddling. “Why did Obama do nothing about ",0,in russia remarks trump appears angrier with obamas response than putins meddling why did obama do nothing about
671,671,"(10) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,more photos of justin bieber spotted out in sydney australia today july
672,672,"Without associates, Priests can celebrate 4-7 Masses per weekend. The Pope's instruction to prefer concelebration is ",0,without associates priests can celebrate masses per weekend the popes instruction to prefer concelebration is
673,673,"""I am beginning to hear talk in some quarters that Brexit may not actually happen"" reports ",0,i am beginning to hear talk in some quarters that brexit may not actually happen reports
